2021.3.28	825,541 	21,325 	0 	742,785 	2,710 	69,202 	8,688 	4,501 	9,053 	5,426 	0 	0 	0 
2021.3.29	854,116 	22,511 	0 	770,909 	2,778 	69,502 	9,747 	4,513 	9,192 	5,473 	0 	0 	0 
2021.3.30	884,816 	24,942 	0 	801,037 	2,841 	69,864 	11,932 	4,537 	9,378 	5,632 	0 	0 	0 
2021.3.31	909,813 	30,052 	0 	825,384 	2,900 	70,296 	16,882 	4,571 	9,562 	5,699 	0 	0 	0 
2021.4.1	948,435 	37,696 	0 	844,088 	2,960 	89,901 	24,313 	4,641 	9,805 	5,782 	0 	0 	0 
2021.4.2	989,248 	45,056 	0 	863,661 	3,010 	110,435 	31,045 	5,150 	10,002 	5,851 	0 	0 	0 
2021.4.3	998,444 	45,840 	0 	866,205 	3,023 	116,919 	31,704 	5,203 	10,117 	5,910 	0 	0 	0 
2021.4.4	999,376 	46,023 	0 	866,326 	3,031 	117,643 	31,828 	5,227 	10,180 	5,937 	0 	0 	0 
2021.4.5	1,037,975 	47,511 	0 	880,956 	3,050 	140,468 	32,274 	6,195 	10,356 	5,992 	0 	0 	0 
2021.4.6	1,078,581 	54,564 	0 	897,519 	3,079 	163,498 	38,225 	6,984 	10,580 	6,276 	0 	0 	0 
2021.4.7	1,118,383 	65,359 	0 	914,517 	3,111 	184,923 	47,701 	8,180 	10,763 	6,367 	0 	0 	0 
2021.4.8	1,157,719 	76,704 	0 	922,002 	3,170 	215,416 	57,460 	9,358 	10,943 	6,716 	0 	0 	0 
2021.4.9	1,193,711 	85,899 	0 	926,399 	3,217 	245,437 	65,051 	10,732 	11,143 	6,899 	0 	0 	0 
2021.4.10	1,203,690 	87,786 	1 	927,085 	3,236 	254,048 	66,308 	11,289 	11,268 	6,953 	1 	0 	0 
2021.4.11	1,204,443 	88,030 	1 	927,151 	3,266 	254,621 	66,446 	11,333 	11,338 	6,985 	1 	0 	0 
2021.4.12	1,245,071 	89,992 	1 	934,813 	3,336 	285,839 	66,706 	12,882 	11,537 	7,068 	1 	0 	0 
2021.4.13	1,291,236 	91,344 	1 	948,102 	3,404 	317,612 	66,914 	13,843 	11,679 	7,183 	1 	0 	0 
2021.4.14	1,338,644 	91,853 	1 	963,222 	3,473 	349,717 	67,172 	13,850 	11,855 	7,358 	1 	0 	0 
2021.4.15	1,433,412 	92,333 	1 	983,640 	3,526 	423,874 	67,450 	13,854 	12,044 	7,503 	1 	0 	0 
2021.4.16	1,537,910 	93,088 	1 	1,010,741 	3,776 	501,026 	67,796 	13,870 	12,273 	7,646 	1 	0 	0 
2021.4.17	1,568,109 	93,475 	1 	1,012,189 	3,811 	529,632 	68,054 	13,874 	12,414 	7,736 	1 	0 	0 
2021.4.18	1,573,393 	93,672 	1 	1,012,254 	3,823 	534,775 	68,197 	13,876 	12,488 	7,776 	1 	0 	0 
2021.4.19	1,697,248 	94,124 	1 	1,056,522 	3,901 	614,225 	68,459 	13,878 	12,623 	7,886 	1 	0 	0 
2021.4.20	1,829,545 	94,679 	1 	1,105,856 	3,998 	697,009 	68,770 	13,880 	12,800 	8,031 	1 	0 	0 
2021.4.21	1,963,353 	95,440 	1 	1,154,438 	4,122 	782,002 	69,192 	13,900 	13,013 	8,226 	1 	0 	0 
2021.4.22	2,096,312 	114,748 	1 	1,208,376 	4,225 	860,819 	88,151 	13,902 	13,215 	8,470 	1 	0 	0 
2021.4.23	2,257,473 	135,105 	1 	1,291,913 	4,345 	938,249 	108,186 	13,913 	13,398 	8,661 	1 	0 	0 
2021.4.24	2,323,229 	141,355 	1 	1,326,209 	4,395 	969,617 	114,262 	13,915 	13,488 	8,783 	1 	0 	0 
2021.4.25	2,329,971 	142,001 	1 	1,327,524 	4,458 	975,008 	114,778 	13,919 	13,520 	8,846 	1 	0 	0 
2021.4.26	2,473,500 	164,184 	1 	1,385,155 	4,563 	1,060,798 	136,726 	13,931 	13,616 	8,964 	1 	0 	0 
2021.4.27	2,651,260 	186,718 	1 	1,458,744 	4,673 	1,164,818 	158,946 	13,956 	13,742 	9,143 	1 	0 	0 
2021.4.28	2,884,194 	207,937 	1 	1,559,430 	4,788 	1,296,947 	179,827 	13,975 	13,842 	9,347 	1 	0 	0 
2021.4.29	3,147,323 	238,895 	1 	1,680,816 	4,975 	1,438,563 	210,319 	14,013 	13,931 	9,588 	1 	0 	0 
2021.4.30	3,426,236 	270,483 	2 	1,823,032 	5,267 	1,574,184 	240,442 	14,984 	14,036 	9,790 	2 	0 	0 
2021.5.1	3,467,036 	278,854 	2 	1,847,265 	5,342 	1,590,567 	248,523 	15,096 	14,108 	9,893 	2 	0 	0 
2021.5.2	3,469,030 	279,568 	2 	1,847,713 	5,450 	1,592,040 	249,052 	15,112 	14,165 	9,954 	2 	0 	0 
2021.5.3	3,556,407 	311,485 	2 	1,898,698 	5,597 	1,627,648 	279,985 	15,821 	14,240 	10,082 	2 	0 	0 
2021.5.4	3,632,535 	344,028 	2 	1,943,276 	5,794 	1,658,504 	311,523 	16,428 	14,327 	10,283 	2 	0 	0 
2021.5.5	3,638,891 	370,164 	2 	1,944,051 	5,869 	1,663,625 	337,273 	16,555 	14,660 	10,467 	2 	0 	0 
2021.5.6	3,697,771 	445,042 	2 	1,991,254 	6,042 	1,674,706 	411,285 	17,073 	14,738 	10,642 	2 	0 	0 
2021.5.7	3,747,011 	523,299 	2 	2,030,051 	6,391 	1,684,582 	488,521 	17,555 	14,823 	10,832 	2 	0 	0 
2021.5.8	3,759,855 	551,616 	2 	2,039,615 	6,526 	1,687,708 	516,556 	17,580 	14,952 	10,954 	2 	0 	0 
2021.5.9	3,760,321 	556,762 	2 	2,039,757 	6,612 	1,687,957 	521,547 	17,597 	15,010 	11,006 	2 	0 	0 
2021.5.10	3,775,018 	635,500 	2 	2,047,085 	6,834 	1,694,776 	599,453 	18,030 	15,127 	11,183 	2 	0 	0 
2021.5.11	3,784,718 	717,326 	2 	2,051,454 	7,096 	1,699,614 	680,484 	18,400 	15,250 	11,346 	2 	0 	0 
2021.5.12	3,791,990 	801,174 	2 	2,054,994 	7,462 	1,702,872 	763,617 	18,589 	15,535 	11,506 	2 	0 	0 
2021.5.13	3,801,914 	880,334 	2 	2,058,723 	8,077 	1,708,607 	841,632 	18,953 	15,631 	11,672 	2 	0 	0 
2021.5.14	3,814,180 	961,688 	2 	2,062,351 	12,349 	1,716,753 	918,138 	19,318 	15,758 	11,883 	2 	0 	0 
2021.5.15	3,816,306 	992,459 	3 	2,062,625 	13,028 	1,718,465 	948,056 	19,359 	15,857 	12,016 	3 	0 	0 
2021.5.16	3,817,038 	997,848 	3 	2,062,853 	13,139 	1,718,850 	953,248 	19,377 	15,958 	12,084 	3 	0 	0 
2021.5.17	3,831,414 	1,099,087 	3 	2,065,958 	29,423 	1,729,862 	1,037,905 	19,560 	16,034 	12,199 	3 	0 	0 
2021.5.18	3,844,883 	1,241,661 	3 	2,069,542 	69,841 	1,739,514 	1,139,791 	19,685 	16,142 	12,344 	3 	0 	0 
2021.5.19	3,847,679 	1,335,363 	3 	2,069,893 	70,828 	1,741,783 	1,232,283 	19,726 	16,277 	12,526 	3 	0 	0 
2021.5.20	3,861,129 	1,547,505 	3 	2,074,949 	137,526 	1,749,899 	1,377,395 	19,898 	16,383 	12,686 	3 	0 	0 
2021.5.21	3,876,856 	1,774,032 	3 	2,080,616 	224,860 	1,759,534 	1,516,115 	20,210 	16,496 	12,847 	3 	0 	0 
2021.5.22	3,882,665 	1,810,336 	3 	2,081,369 	241,237 	1,764,463 	1,535,897 	20,259 	16,574 	12,943 	3 	0 	0 
2021.5.23	3,883,323 	1,813,300 	3 	2,081,431 	241,597 	1,764,975 	1,538,454 	20,267 	16,650 	12,982 	3 	0 	0 
2021.5.24	3,956,016 	1,918,914 	3 	2,085,448 	300,054 	1,833,392 	1,585,356 	20,438 	16,738 	13,066 	3 	0 	0 
2021.5.25	4,035,319 	2,013,127 	3 	2,090,255 	358,631 	1,907,615 	1,620,704 	20,623 	16,826 	13,169 	3 	0 	0 
2021.5.26	4,124,062 	2,081,463 	3 	2,094,349 	412,387 	1,992,004 	1,635,079 	20,749 	16,960 	13,248 	3 	0 	0 
2021.5.27	4,787,201 	2,137,479 	3 	2,674,532 	455,903 	2,074,534 	1,647,155 	21,077 	17,058 	13,344 	3 	0 	0 
2021.5.28	5,333,272 	2,203,244 	3 	3,143,396 	509,652 	2,151,528 	1,659,011 	21,134 	17,214 	13,447 	3 	0 	0 
2021.5.29	5,498,731 	2,212,501 	3 	3,292,930 	516,108 	2,167,330 	1,661,729 	21,168 	17,303 	13,496 	3 	0 	0 
2021.5.30	5,504,116 	2,212,857 	3 	3,297,197 	516,296 	2,168,379 	1,661,847 	21,183 	17,357 	13,531 	3 	0 	0 
2021.5.31	5,891,826 	2,240,540 	3 	3,582,624 	535,461 	2,270,570 	1,670,302 	21,221 	17,411 	13,556 	3 	0 	0 
2021.6.1	6,460,820 	2,267,677 	3 	4,043,473 	556,681 	2,378,315 	1,676,016 	21,328 	17,704 	13,652 	3 	0 	0 
2021.6.2	6,845,007 	2,291,059 	3 	4,321,533 	576,238 	2,484,265 	1,679,680 	21,424 	17,785 	13,717 	3 	0 	0 
2021.6.3	7,190,277 	2,317,625 	3 	4,571,815 	596,852 	2,578,856 	1,685,256 	21,496 	18,110 	14,021 	3 	0 	0 
2021.6.4	7,560,651 	2,348,392 	3 	4,857,400 	620,180 	2,663,380 	1,692,435 	21,684 	18,187 	14,093 	3 	0 	0 
2021.6.5	7,701,490 	2,351,354 	3 	4,974,510 	621,507 	2,687,016 	1,693,937 	21,721 	18,243 	14,189 	3 	0 	0 
2021.6.6	7,704,945 	2,351,703 	3 	4,976,874 	621,618 	2,688,070 	1,694,133 	21,741 	18,260 	14,211 	3 	0 	0 
2021.6.7	8,600,777 	2,373,078 	3 	5,729,340 	631,101 	2,831,260 	1,705,846 	21,851 	18,326 	14,280 	3 	0 	0 
2021.6.8	9,348,493 	2,399,727 	3 	6,340,798 	647,873 	2,967,229 	1,715,577 	21,938 	18,528 	14,339 	3 	0 	0 
2021.6.9	9,943,721 	2,425,060 	3 	6,808,711 	669,866 	3,094,321 	1,718,734 	22,065 	18,624 	14,395 	3 	0 	0 
2021.6.10	10,712,550 	2,714,479 	4 	7,217,351 	698,022 	3,201,136 	1,726,588 	275,239 	18,824 	14,630 	4 	0 	0 
2021.6.11	11,541,035 	2,953,278 	4 	7,745,112 	724,412 	3,299,206 	1,736,329 	477,819 	18,898 	14,718 	4 	0 	0 
2021.6.12	11,930,846 	3,073,220 	4 	8,002,715 	725,547 	3,317,057 	1,740,790 	592,115 	18,959 	14,768 	4 	0 	0 
2021.6.13	11,959,084 	3,085,740 	5 	8,018,227 	725,834 	3,317,962 	1,741,185 	603,911 	18,984 	14,810 	5 	0 	0 
2021.6.14	12,729,865 	3,345,787 	5 	8,578,568 	746,875 	3,355,822 	1,807,620 	776,416 	19,059 	14,876 	5 	0 	0 
2021.6.15	13,378,312 	3,556,267 	5 	9,062,977 	771,648 	3,406,949 	1,880,448 	889,217 	19,169 	14,954 	5 	0 	0 
2021.6.16	13,947,977 	3,840,569 	5 	9,407,305 	794,990 	3,453,958 	1,963,079 	1,067,489 	19,225 	15,011 	5 	0 	0 
2021.6.17	14,392,384 	3,971,452 	6 	9,770,634 	817,535 	3,508,617 	2,045,034 	1,093,769 	19,364 	15,114 	6 	0 	0 
2021.6.18	14,930,868 	4,100,782 	7 	10,215,100 	839,399 	3,570,989 	2,121,077 	1,125,097 	19,682 	15,209 	7 	0 	0 
2021.6.19	15,147,908 	4,137,623 	7 	10,403,584 	841,547 	3,580,375 	2,136,597 	1,144,213 	19,736 	15,266 	7 	0 	0 
2021.6.20	15,148,993 	4,139,302 	7 	10,403,687 	841,790 	3,580,869 	2,137,555 	1,144,647 	19,790 	15,310 	7 	0 	0 
2021.6.21	15,197,400 	4,258,155 	7 	10,406,505 	857,046 	3,622,040 	2,237,303 	1,148,380 	20,475 	15,426 	7 	0 	0 
2021.6.22	15,247,166 	4,385,048 	7 	10,409,848 	875,105 	3,664,457 	2,343,038 	1,151,334 	21,527 	15,571 	7 	0 	0 
2021.6.23	15,292,258 	4,506,735 	7 	10,412,730 	891,424 	3,702,145 	2,446,787 	1,152,815 	24,568 	15,709 	7 	0 	0 
2021.6.24	15,338,857 	4,615,861 	8 	10,415,763 	905,448 	3,741,495 	2,540,914 	1,153,612 	27,987 	15,887 	8 	0 	0 
2021.6.25	15,403,823 	4,714,018 	8 	10,418,921 	919,007 	3,792,869 	2,624,676 	1,154,230 	37,803 	16,105 	8 	0 	0 
2021.6.26	15,415,726 	4,738,413 	8 	10,419,095 	919,861 	3,803,621 	2,647,967 	1,154,373 	38,637 	16,212 	8 	0 	0 
2021.6.27	15,416,181 	4,739,742 	8 	10,419,173 	920,096 	3,803,911 	2,648,919 	1,154,408 	38,689 	16,319 	8 	0 	0 
2021.6.28	15,430,375 	4,885,653 	8 	10,420,495 	928,904 	3,811,316 	2,784,963 	1,155,324 	43,240 	16,462 	8 	0 	0 
2021.6.29	15,448,221 	5,032,129 	8 	10,422,343 	941,376 	3,818,015 	2,917,563 	1,156,407 	51,456 	16,783 	8 	0 	0 
2021.6.30	15,464,086 	5,170,699 	8 	10,423,712 	954,039 	3,825,705 	3,042,058 	1,157,652 	57,017 	16,950 	8 	0 	0 
2021.7.1	15,469,764 	5,293,008 	9 	10,424,864 	970,535 	3,827,917 	3,146,343 	1,158,835 	58,148 	17,295 	9 	0 	0 
2021.7.2	15,476,115 	5,415,621 	9 	10,425,947 	993,282 	3,830,378 	3,244,894 	1,160,022 	59,768 	17,423 	9 	0 	0 
2021.7.3	15,478,380 	5,433,476 	9 	10,426,178 	994,122 	3,831,003 	3,261,372 	1,160,462 	60,737 	17,520 	9 	0 	0 
2021.7.4	15,478,886 	5,434,441 	9 	10,426,323 	994,154 	3,831,288 	3,262,235 	1,160,478 	60,797 	17,574 	9 	0 	0 
2021.7.5	15,534,550 	5,511,834 	9 	10,427,009 	1,031,480 	3,883,003 	3,302,180 	1,160,506 	64,032 	17,668 	9 	0 	0 
2021.7.6	15,574,107 	5,603,754 	9 	10,427,836 	1,074,163 	3,917,216 	3,351,098 	1,160,571 	68,484 	17,922 	9 	0 	0 
2021.7.7	15,610,629 	5,693,861 	9 	10,428,600 	1,117,519 	3,948,713 	3,397,604 	1,160,672 	72,644 	18,066 	9 	0 	0 
2021.7.8	15,649,768 	5,801,225 	10 	10,429,328 	1,169,804 	3,982,065 	3,452,357 	1,160,754 	77,621 	18,310 	10 	0 	0 
2021.7.9	15,709,205 	5,950,983 	10 	10,430,051 	1,254,315 	4,033,906 	3,517,365 	1,160,843 	84,405 	18,460 	10 	0 	0 
2021.7.10	15,722,717 	5,991,039 	12 	10,430,219 	1,285,954 	4,047,094 	3,525,620 	1,160,889 	84,515 	18,576 	12 	0 	0 
2021.7.11	15,723,675 	5,992,544 	13 	10,430,354 	1,286,937 	4,047,826 	3,526,075 	1,160,904 	84,591 	18,628 	13 	0 	0 
2021.7.12	15,755,829 	6,087,176 	13 	10,430,709 	1,340,777 	4,079,400 	3,566,698 	1,160,952 	84,768 	18,749 	13 	0 	0 
2021.7.13	15,864,786 	6,198,242 	13 	10,431,131 	1,408,720 	4,187,546 	3,609,624 	1,161,015 	85,094 	18,883 	13 	0 	0 
2021.7.14	15,977,757 	6,321,586 	15 	10,431,658 	1,493,204 	4,299,107 	3,648,323 	1,161,080 	85,912 	18,979 	14 	1 	0 
2021.7.15	16,101,655 	6,465,294 	17 	10,432,129 	1,596,306 	4,422,324 	3,688,706 	1,161,153 	86,049 	19,129 	16 	1 	0 
2021.7.16	16,237,261 	6,650,744 	17 	10,432,515 	1,723,734 	4,557,336 	3,746,335 	1,161,238 	86,172 	19,437 	16 	1 	0 
2021.7.17	16,272,320 	6,688,204 	19 	10,432,683 	1,750,921 	4,592,110 	3,756,488 	1,161,275 	86,252 	19,520 	18 	1 	0 
2021.7.18	16,275,090 	6,689,209 	19 	10,432,816 	1,751,447 	4,594,690 	3,756,891 	1,161,286 	86,298 	19,585 	18 	1 	0 
2021.7.19	16,435,911 	6,761,630 	19 	10,433,086 	1,812,906 	4,755,079 	3,767,184 	1,161,367 	86,379 	20,173 	18 	1 	0 
2021.7.20	16,587,295 	6,824,041 	19 	10,433,477 	1,866,251 	4,905,783 	3,775,131 	1,161,425 	86,610 	21,234 	18 	1 	0 
2021.7.21	16,727,605 	6,864,618 	19 	10,433,835 	1,895,029 	5,045,583 	3,784,233 	1,161,492 	86,695 	23,864 	18 	1 	0 
2021.7.22	16,868,830 	6,925,395 	19 	10,434,266 	1,950,398 	5,186,257 	3,787,617 	1,161,528 	86,779 	25,852 	18 	1 	0 
2021.7.23	17,016,107 	6,986,372 	20 	10,434,524 	1,998,128 	5,333,130 	3,791,881 	1,161,593 	86,860 	34,770 	19 	1 	0 
2021.7.24	17,045,845 	6,998,268 	21 	10,434,646 	2,008,320 	5,362,640 	3,792,736 	1,161,635 	86,924 	35,577 	20 	1 	0 
2021.7.25	17,047,741 	6,998,852 	21 	10,434,725 	2,008,548 	5,364,389 	3,793,011 	1,161,655 	86,972 	35,638 	20 	1 	0 
2021.7.26	17,667,769 	7,064,884 	22 	10,434,918 	2,021,615 	5,708,103 	3,840,905 	1,161,820 	362,928 	40,544 	20 	2 	0 
2021.7.27	18,050,550 	7,114,500 	23 	10,435,207 	2,030,669 	5,947,980 	3,873,914 	1,161,888 	505,475 	48,029 	20 	3 	0 
2021.7.28	18,531,429 	7,158,059 	24 	10,435,411 	2,037,200 	6,335,875 	3,904,563 	1,161,942 	598,201 	54,354 	20 	4 	0 
2021.7.29	18,879,845 	7,202,361 	26 	10,435,622 	2,046,882 	6,598,654 	3,937,127 	1,161,999 	683,570 	56,353 	21 	5 	0 
2021.7.30	19,377,736 	7,263,617 	26 	10,435,920 	2,054,014 	6,974,291 	3,988,906 	1,162,051 	805,474 	58,646 	21 	5 	0 
2021.7.31	19,593,859 	7,277,781 	26 	10,436,030 	2,054,650 	7,121,435 	4,001,424 	1,162,075 	874,319 	59,632 	21 	5 	0 
2021.8.1	19,622,141 	7,278,792 	29 	10,436,089 	2,054,794 	7,141,289 	4,002,218 	1,162,086 	882,677 	59,694 	24 	5 	0 
2021.8.2	20,099,890 	7,315,986 	29 	10,437,716 	2,057,826 	7,603,108 	4,033,526 	1,162,153 	896,913 	62,481 	24 	5 	0 
2021.8.3	20,321,221 	7,424,120 	32 	10,440,109 	2,062,023 	7,814,615 	4,133,564 	1,162,197 	904,300 	66,336 	27 	5 	0 
2021.8.4	20,488,286 	7,535,219 	35 	10,442,751 	2,065,290 	7,973,876 	4,237,195 	1,162,275 	909,384 	70,459 	30 	5 	0 
2021.8.5	20,682,842 	7,663,075 	35 	10,456,223 	2,071,684 	8,149,782 	4,353,555 	1,162,318 	914,519 	75,518 	30 	5 	0 
2021.8.6	20,940,099 	7,819,970 	36 	10,467,633 	2,080,356 	8,387,944 	4,494,041 	1,162,357 	922,165 	83,216 	31 	5 	0 
2021.8.7	21,062,434 	7,856,486 	36 	10,468,317 	2,082,705 	8,506,431 	4,527,798 	1,162,385 	925,301 	83,598 	31 	5 	0 
2021.8.8	21,090,518 	7,859,171 	38 	10,468,927 	2,082,857 	8,533,578 	4,530,245 	1,162,394 	925,619 	83,675 	33 	5 	0 
2021.8.9	21,528,447 	8,033,918 	39 	10,531,734 	2,101,184 	8,894,006 	4,686,102 	1,162,425 	940,282 	84,207 	34 	5 	0 
2021.8.10	21,793,043 	8,204,154 	43 	10,570,582 	2,124,968 	9,110,297 	4,832,041 	1,162,472 	949,692 	84,673 	37 	6 	0 
2021.8.11	21,972,216 	8,368,341 	49 	10,599,766 	2,151,185 	9,253,524 	4,969,224 	1,162,498 	956,428 	85,434 	42 	7 	0 
2021.8.12	22,142,128 	9,076,171 	55 	10,636,543 	2,722,218 	9,382,215 	5,105,842 	1,162,520 	960,850 	85,591 	46 	9 	0 
2021.8.13	22,386,780 	9,697,995 	57 	10,676,062 	3,197,326 	9,580,063 	5,252,371 	1,162,563 	968,092 	85,735 	47 	10 	0 
2021.8.14	22,530,515 	9,881,084 	65 	10,692,822 	3,351,313 	9,703,802 	5,281,379 	1,162,579 	971,312 	85,813 	50 	14 	1 
2021.8.15	22,549,266 	9,886,954 	74 	10,693,640 	3,355,432 	9,721,639 	5,283,078 	1,162,591 	971,396 	85,853 	57 	16 	1 
2021.8.16	23,222,110 	10,144,202 	78 	10,706,366 	3,596,036 	10,067,809 	5,299,570 	1,162,623 	1,285,312 	85,973 	61 	16 	1 
2021.8.17	23,948,451 	10,641,198 	88 	10,738,003 	4,058,263 	10,497,696 	5,334,097 	1,162,646 	1,550,106 	86,192 	69 	18 	1 
2021.8.18	24,473,431 	10,961,854 	100 	10,772,313 	4,354,534 	10,813,659 	5,358,293 	1,162,681 	1,724,778 	86,346 	77 	22 	1 
2021.8.19	24,979,411 	11,256,265 	111 	10,806,331 	4,627,383 	11,106,426 	5,379,678 	1,162,710 	1,903,944 	86,494 	84 	26 	1 
2021.8.20	25,671,472 	11,590,260 	117 	10,846,460 	4,938,185 	11,503,982 	5,402,676 	1,162,734 	2,158,296 	86,665 	88 	28 	1 
2021.8.21	26,036,965 	11,714,424 	130 	10,862,025 	5,061,056 	11,702,556 	5,403,858 	1,162,748 	2,309,636 	86,762 	101 	28 	1 
2021.8.22	26,077,384 	11,716,970 	137 	10,862,720 	5,063,361 	11,729,152 	5,404,043 	1,162,754 	2,322,758 	86,812 	106 	30 	1 
2021.8.23	26,466,046 	12,437,029 	147 	10,902,447 	5,771,120 	12,065,204 	5,411,278 	1,167,233 	2,331,162 	87,398 	113 	33 	1 
2021.8.24	26,872,251 	13,042,471 	161 	10,940,017 	6,359,657 	12,414,587 	5,418,236 	1,176,597 	2,341,050 	87,981 	122 	38 	1 
2021.8.25	27,250,970 	13,521,378 	166 	10,980,327 	6,814,199 	12,732,245 	5,430,495 	1,188,032 	2,350,366 	88,652 	126 	39 	1 
2021.8.26	27,905,440 	13,948,388 	173 	11,000,859 	7,216,554 	13,346,889 	5,444,530 	1,197,902 	2,359,790 	89,402 	132 	40 	1 
2021.8.27	28,508,767 	14,499,706 	185 	11,020,997 	7,738,765 	13,912,627 	5,465,825 	1,204,971 	2,370,172 	90,145 	142 	42 	1 
2021.8.28	28,785,409 	14,755,663 	200 	11,029,341 	7,985,469 	14,170,350 	5,468,590 	1,211,071 	2,374,647 	90,533 	153 	46 	1 
2021.8.29	28,801,743 	14,771,766 	210 	11,030,055 	7,999,088 	14,183,641 	5,468,803 	1,213,281 	2,374,766 	90,594 	161 	48 	1 
2021.8.30	29,191,832 	15,372,190 	220 	11,047,067 	8,536,473 	14,535,570 	5,514,783 	1,223,059 	2,386,136 	97,875 	168 	51 	1 
2021.8.31	29,439,869 	15,902,983 	232 	11,062,177 	8,997,815 	14,742,498 	5,561,385 	1,238,684 	2,396,510 	105,099 	179 	52 	1 
2021.9.1	29,618,750 	16,438,463 	246 	11,074,222 	9,326,748 	14,881,224 	5,743,034 	1,255,912 	2,407,392 	112,769 	193 	52 	1 
2021.9.2	29,805,319 	16,938,996 	268 	11,085,701 	9,673,807 	15,026,531 	5,869,362 	1,274,306 	2,418,781 	121,521 	209 	58 	1 
2021.9.3	30,039,071 	17,638,713 	287 	11,098,174 	10,100,831 	15,216,655 	6,110,565 	1,291,139 	2,433,103 	136,178 	223 	63 	1 
2021.9.4	30,158,033 	17,899,853 	290 	11,102,236 	10,278,816 	15,312,376 	6,175,437 	1,300,153 	2,443,268 	145,447 	226 	63 	1 
2021.9.5	30,166,688 	17,908,243 	292 	11,102,385 	10,279,069 	15,317,430 	6,180,149 	1,302,733 	2,444,140 	146,292 	228 	63 	1 
2021.9.6	30,910,905 	18,543,388 	297 	11,106,479 	10,292,074 	15,989,302 	6,530,112 	1,312,052 	2,503,072 	409,150 	233 	63 	1 
